0.000000	9.684753
0.024000	9.197998
0.048000	7.469177
0.072000	4.078674
0.096000	-0.234985
0.120000	0.503540
0.144000	1.091003
0.168000	1.947021
0.192000	2.668762
0.216000	0.016785
0.240000	2.500916
0.264000	8.778381
0.288000	7.754517
0.312000	4.515076
0.336000	4.598999
0.360000	0.234985
0.384000	-1.661682
0.408000	2.064514
0.432000	3.659058
0.456000	1.695251
0.480000	-1.242065
0.504000	-2.886963
0.528000	-0.738525
0.552000	2.366638
0.576000	3.289795
0.600000	-0.973511
0.624000	-7.569885
0.648000	-7.989502
0.672000	-6.076050
0.696000	-5.102539
0.720000	-4.129028
0.744000	-2.232361
0.768000	-2.198792
0.792000	-4.397583
0.816000	-2.416992
0.840000	3.138733
0.864000	5.001831
0.888000	3.977966
0.912000	-0.973511
0.936000	-8.409119
0.960000	-6.881714
0.984000	-0.923157
1.008000	-0.856018
1.032000	-3.306580
1.056000	-5.924988
1.080000	-5.253601
1.104000	0.621033
1.128000	4.296875
1.152000	3.994751
1.176000	5.203247
1.200000	1.577759
1.224000	-1.510620
1.248000	4.196167
1.272000	6.680298
1.296000	4.280090
1.320000	1.107788
1.344000	-3.071594
1.368000	-1.863098
1.392000	2.517700
1.416000	4.129028
1.440000	2.047729
1.464000	-5.035400
1.488000	-11.66534
1.512000	-8.157349
1.536000	-3.054810
1.560000	-5.421448
1.584000	-3.877258
1.608000	-0.486755
1.632000	-0.369263
1.656000	1.628113
1.680000	2.517700
1.704000	0.805664
1.728000	-0.100708
1.752000	-0.402832
1.776000	-2.886963
1.800000	-4.095459
1.824000	-2.349854
1.848000	-0.839233
1.872000	-0.805664
1.896000	-1.258850
1.920000	-2.198792
1.944000	2.030945
1.968000	5.538940
1.992000	1.007080
2.016000	0.033569
2.040000	0.939941
2.064000	-0.671387
2.088000	1.376343
2.112000	2.500916
2.136000	-0.033569
2.160000	0.906372
2.184000	1.527405
2.208000	4.364014
2.232000	10.406494
2.256000	8.929443
2.280000	4.968262
2.304000	4.515076
2.328000	1.544189
2.352000	0.134277
2.376000	-0.184631
2.400000	-1.258850
2.424000	1.728821
2.448000	2.416992
2.472000	0.151062
2.496000	3.239441
2.520000	5.656433
2.544000	5.085754
2.568000	6.781006
2.592000	2.249146
2.616000	-4.263306
2.640000	-1.577759
2.664000	-1.930237
2.688000	-5.589294
2.712000	-2.987671
2.736000	-4.548645
2.760000	-6.848145
2.784000	-3.189087
2.808000	-5.068970
2.832000	-6.092834
2.856000	0.134277
2.880000	-1.309204
2.904000	-6.311035
2.928000	-4.447937
2.952000	-0.285339
2.976000	1.879883
3.000000	-0.973511
3.024000	-4.280090
3.048000	-1.594543
3.072000	-0.721741
3.096000	1.477051
3.120000	5.186462
3.144000	-1.560974
3.168000	-4.481506
3.192000	3.390503
3.216000	0.956726
3.240000	-2.349854
3.264000	5.706787
3.288000	6.025696
3.312000	0.772095
3.336000	3.323364
3.360000	3.742981
3.384000	0.335693
3.408000	0.889587
3.432000	0.000000
3.456000	-3.524780
3.480000	-4.028320
3.504000	-2.433777
3.528000	-1.728821
3.552000	-4.263306
3.576000	-5.740356
3.600000	-1.325989
3.624000	-0.553894
3.648000	-4.833984
3.672000	-5.488586
3.696000	-3.759766
3.720000	-2.651978
3.744000	-3.424072
3.768000	-4.951477
3.792000	-3.407288
3.816000	-2.819824
3.840000	-3.742981
3.864000	2.366638
3.888000	9.651184
3.912000	7.637024
3.936000	2.484131
3.960000	1.527405
3.984000	-0.100708
4.008000	-4.196167
4.032000	-4.481506
4.056000	-0.906372
4.080000	-0.184631
4.104000	-1.997375
4.128000	1.443481
4.152000	5.270386
4.176000	3.591919
4.200000	5.035400
4.224000	9.332275
4.248000	7.989502
4.272000	3.491211
4.296000	2.987671
4.320000	5.387878
4.344000	3.407288
4.368000	-0.151062
4.392000	1.913452
4.416000	3.591919
4.440000	1.779175
4.464000	0.704956
4.488000	1.158142
4.512000	0.369263
4.536000	-3.155518
4.560000	-2.450562
4.584000	3.121948
4.608000	4.666138
4.632000	4.179382
4.656000	7.586670
4.680000	7.972717
4.704000	3.306580
4.728000	4.296875
4.752000	5.673218
4.776000	0.318909
4.800000	-5.018616
4.824000	-10.38970
4.848000	-13.36059
4.872000	-11.32965
4.896000	-9.735107
4.920000	-6.864929
4.944000	-4.867554
4.968000	-6.646729
4.992000	-3.910828
5.016000	2.920532
5.040000	3.289795
5.064000	-0.302124
5.088000	-0.100708
5.112000	-4.078674
5.136000	-9.181213
5.160000	-4.380798
5.184000	-1.040649
5.208000	-0.067139
5.232000	6.663513
5.256000	5.136108
5.280000	-0.318909
5.304000	7.670593
5.328000	10.926819
5.352000	2.148438
5.376000	1.644897
5.400000	3.256226
5.424000	-1.124573
5.448000	-2.198792
5.472000	-1.325989
5.496000	-1.460266
5.520000	-2.064514
5.544000	-1.074219
5.568000	3.927612
5.592000	4.716492
5.616000	-0.990295
5.640000	-4.061890
5.664000	-3.826904
5.688000	-4.934692
5.712000	-5.152893
5.736000	-2.433777
5.760000	-0.805664
5.784000	-2.182007
5.808000	-5.404663
5.832000	-4.212952
5.856000	2.970886
5.880000	2.551270
5.904000	-5.085754
5.928000	-6.260681
5.952000	-4.229736
5.976000	-4.464722
6.000000	-5.488586
6.024000	-3.105164
6.048000	4.598999
6.072000	5.555725
6.096000	-1.091003
6.120000	1.242065
6.144000	5.068970
6.168000	-0.469971
6.192000	-0.167847
6.216000	2.937317
6.240000	-1.158142
6.264000	-0.671387
6.288000	3.088379
6.312000	3.356934
6.336000	4.447937
6.360000	3.105164
6.384000	1.980591
6.408000	5.606079
6.432000	3.591919
6.456000	0.453186
6.480000	4.565430
6.504000	2.215576
6.528000	-5.639648
6.552000	-4.129028
6.576000	2.416992
6.600000	4.733276
6.624000	3.121948
6.648000	3.507996
6.672000	10.339355
6.696000	14.434814
6.720000	8.895874
6.744000	3.910828
6.768000	2.752686
6.792000	-2.316284
6.816000	-7.351685
6.840000	-6.445313
6.864000	-5.555725
6.888000	-4.867554
6.912000	-1.795959
